,Player,PF,Yds,Tot Yds & TO_Ply,Tot Yds & TO_Y/P,Tot Yds & TO_TO,FL,1stD,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Passing_NY/A,Passing_1stD,Rushing_Att,Rushing_Yds,Rushing_TD,Rushing_Y/A,Rushing_1stD,Penalties_Pen,Penalties_Yds,Penalties_1stPy,season,team,#Dr,Sc%,TO%,Average Drive_Start,Average Drive_Time,Average Drive_Plays,Average Drive_Yds,Average Drive_Pts
505,Team Stats,304,4778,1015.0,4.7,23,11,279,314.0,553,3141,19,12,5.3,170.0,423,1637,6,3.9,82.0,116.0,1058.0,27.0,1997,dal,,,,,,,,
506,Team Stats,381,5450,992.0,5.5,15,7,308,279.0,474,3436,17,8,7.0,154.0,499,2014,21,4.0,125.0,128.0,1106.0,29.0,1998,dal,,,,,,,,
507,Team Stats,352,5178,1024.0,5.1,23,10,295,295.0,507,3127,20,13,5.9,139.0,493,2051,16,4.2,129.0,136.0,1196.0,27.0,1999,dal,196.0,27.6,11.7,Own 33.2,2:37,5.38,26.2,1.56
508,Team Stats,294,4475,943.0,4.7,39,18,276,255.0,445,2522,14,21,5.3,128.0,463,1953,15,4.2,116.0,108.0,963.0,32.0,2000,dal,186.0,29.0,19.9,Own 31.3,2:30,5.25,24.0,1.49
509,Team Stats,246,4402,952.0,4.6,34,14,247,210.0,413,2218,14,20,5.0,110.0,505,2184,8,4.3,114.0,91.0,744.0,23.0,2001,dal,188.0,23.4,16.0,Own 32.0,2:35,5.24,23.2,1.17
510,Team Stats,217,4375,948.0,4.6,34,18,237,252.0,471,2621,14,16,5.0,129.0,423,1754,7,4.1,87.0,105.0,974.0,21.0,2002,dal,203.0,16.3,15.8,Own 28.0,2:14,4.78,21.5,0.9
511,Team Stats,289,5161,1062.0,4.9,29,8,286,294.0,510,3162,17,21,5.8,149.0,515,1999,11,3.9,115.0,98.0,837.0,22.0,2003,dal,203.0,25.1,13.8,Own 30.4,2:35,5.37,25.2,1.31
512,Team Stats,293,5197,1004.0,5.2,37,14,296,308.0,519,3428,19,23,6.2,171.0,449,1769,14,3.9,101.0,105.0,867.0,24.0,2004,dal,187.0,28.3,19.3,Own 31.2,2:37,5.51,27.7,1.56
513,Team Stats,325,5202,1071.0,4.9,31,14,318,300.0,500,3341,23,17,6.1,177.0,521,1861,13,3.6,97.0,99.0,739.0,44.0,2005,dal,194.0,28.9,15.5,Own 31.1,2:41,5.66,26.7,1.61
514,Team Stats,425,5772,1015.0,5.7,30,9,336,310.0,506,3836,26,21,7.1,197.0,472,1936,21,4.1,107.0,100.0,939.0,32.0,2006,dal,176.0,38.1,15.3,Own 31.7,2:49,5.93,32.6,2.21
515,Team Stats,455,5851,975.0,6.0,24,5,322,342.0,531,4105,36,19,7.4,217.0,419,1746,14,4.2,83.0,104.0,815.0,22.0,2007,dal,182.0,41.8,12.6,Own 31.9,2:41,5.53,32.1,2.35
516,Team Stats,362,5512,979.0,5.6,33,13,291,328.0,547,3789,29,20,6.6,171.0,401,1723,12,4.3,102.0,120.0,957.0,18.0,2008,dal,190.0,32.1,16.3,Own 29.5,2:32,5.27,28.9,1.83
517,Team Stats,361,6390,1020.0,6.3,19,10,335,347.0,550,4287,26,9,7.3,203.0,436,2103,14,4.8,110.0,115.0,892.0,22.0,2009,dal,179.0,33.5,9.5,Own 27.6,2:53,5.87,35.7,1.9
518,Team Stats,394,5828,1035.0,5.6,30,11,327,379.0,576,4042,29,19,6.7,201.0,428,1786,10,4.2,104.0,109.0,863.0,22.0,2010,dal,182.0,34.6,14.8,Own 28.8,2:46,5.86,31.8,1.9
519,Team Stats,369,6008,1017.0,5.9,21,9,327,376.0,570,4201,33,12,6.9,219.0,408,1807,5,4.4,91.0,114.0,816.0,17.0,2011,dal,185.0,37.8,11.4,Own 29.0,2:43,5.7,32.4,1.96
520,Team Stats,376,5994,1049.0,5.7,29,10,338,434.0,658,4729,29,19,6.8,237.0,355,1265,8,3.6,76.0,117.0,853.0,25.0,2012,dal,180.0,36.7,15.0,Own 27.2,2:45,6.0,33.2,1.92
521,Team Stats,439,5458,957.0,5.7,20,8,325,375.0,586,3954,33,12,6.4,213.0,336,1504,12,4.5,80.0,102.0,867.0,32.0,2013,dal,183.0,39.9,9.8,Own 29.7,2:32,5.39,29.7,2.18
522,Team Stats,467,6138,1014.0,6.1,25,14,342,328.0,476,3784,37,11,7.5,205.0,508,2354,16,4.6,106.0,105.0,839.0,31.0,2014,dal,179.0,43.6,12.8,Own 28.9,2:56,5.83,34.1,2.49
523,Team Stats,275,5361,969.0,5.5,33,11,307,334.0,528,3471,16,22,6.2,175.0,408,1890,8,4.6,94.0,112.0,882.0,38.0,2015,dal,172.0,31.4,18.0,Own 24.5,2:54,5.82,31.1,1.5
524,Team Stats,421,6027,1010.0,6.0,15,9,358,325.0,483,3631,25,6,7.1,191.0,499,2396,24,4.8,142.0,105.0,879.0,25.0,2016,dal,173.0,43.9,8.7,Own 28.8,2:57,6.04,34.8,2.45
525,Team Stats,354,5311,1005.0,5.3,22,9,314,309.0,493,3141,22,13,6.0,162.0,480,2170,18,4.5,127.0,97.0,939.0,25.0,2017,dal,171.0,36.3,11.1,Own 29.9,2:50,6.09,31.1,2.02
526,Team Stats,339,5501,1022.0,5.4,17,9,322,356.0,527,3538,22,8,6.1,184.0,439,1963,13,4.5,113.0,104.0,885.0,25.0,2018,dal,169.0,37.9,10.1,Own 27.9,2:59,6.27,32.5,1.96
527,Team Stats,434,6904,1069.0,6.5,18,7,379,388.0,597,4751,30,11,7.7,229.0,449,2153,18,4.8,120.0,109.0,1008.0,30.0,2019,dal,175.0,44.6,10.3,Own 26.3,2:42,6.34,39.4,2.43
528,Team Stats,395,5949,1113.0,5.3,26,13,371,413.0,639,4161,25,13,6.1,231.0,430,1788,14,4.2,115.0,96.0,849.0,25.0,2020,dal,180.0,40.6,14.4,Own 28.5,2:31,6.41,32.9,2.08
529,Team Stats,530,6919,1153.0,6.0,20,9,390,444.0,647,4800,40,11,7.1,248.0,473,2119,15,4.5,111.0,127.0,1103.0,31.0,2021,dal,192.0,43.8,9.9,Own 28.5,2:43,6.19,35.9,2.46
530,Team Stats,467,6034,1114.0,5.4,23,5,347,355.0,556,3736,28,18,6.4,194.0,531,2298,24,4.3,129.0,104.0,842.0,24.0,2022,dal,195.0,41.5,10.8,Own 29.0,2:35,5.88,30.9,2.31
531,Team Stats,509,6317,1122.0,5.6,16,6,385,428.0,614,4397,36,10,6.7,229.0,468,1920,14,4.1,113.0,115.0,964.0,43.0,2023,dal,169.0,50.3,8.9,Own 28.9,3:11,6.85,37.3,2.67
532,Team Stats,350,5567,1104.0,5.0,28,14,327,398.0,637,3862,23,14,5.7,192.0,429,1705,6,4.0,98.0,128.0,921.0,37.0,2024,dal,189.0,36.5,14.3,Own 29.6,2:38,6.09,29.3,1.71
533,Team Stats,309,4442,948.0,4.7,52,17,248,259.0,508,2975,24,35,5.5,141.0,408,1467,10,3.6,84.0,54.0,501.0,23.0,1960,den,,,,,,,,
534,Team Stats,251,3811,934.0,4.1,68,23,219,265.0,568,2720,18,45,4.5,127.0,333,1091,11,3.3,66.0,60.0,560.0,26.0,1961,den,,,,,,,,
535,Team Stats,353,4702,911.0,5.2,54,14,270,292.0,559,3404,21,40,5.8,177.0,322,1298,12,4.0,72.0,64.0,613.0,21.0,1962,den,,,,,,,,
536,Team Stats,301,3983,897.0,4.4,44,16,230,217.0,453,2487,23,28,4.8,133.0,381,1496,10,3.9,84.0,65.0,648.0,13.0,1963,den,,,,,,,,
537,Team Stats,240,3332,908.0,3.7,40,8,207,230.0,456,2021,14,32,3.9,116.0,391,1311,10,3.4,78.0,76.0,774.0,13.0,1964,den,,,,,,,,
538,Team Stats,303,4469,959.0,4.7,46,16,255,222.0,482,2640,18,30,5.2,117.0,453,1829,14,4.0,111.0,69.0,750.0,27.0,1965,den,,,,,,,,
539,Team Stats,196,3168,815.0,3.9,47,17,171,166.0,402,1995,12,30,4.5,95.0,376,1173,6,3.1,61.0,66.0,771.0,15.0,1966,den,,,,,,,,
540,Team Stats,256,2947,852.0,3.5,30,12,172,150.0,374,1682,17,18,3.9,91.0,420,1265,10,3.0,65.0,48.0,512.0,16.0,1967,den,,,,,,,,
541,Team Stats,255,3971,889.0,4.5,40,13,217,179.0,427,2357,20,27,4.9,124.0,411,1614,11,3.9,75.0,73.0,772.0,18.0,1968,den,,,,,,,,
542,Team Stats,297,4161,841.0,4.9,31,8,243,192.0,403,2524,23,23,5.6,130.0,394,1637,12,4.2,87.0,80.0,753.0,26.0,1969,den,,,,,,,,
543,Team Stats,253,3827,883.0,4.3,41,13,217,183.0,403,2025,11,28,4.5,112.0,436,1802,17,4.1,84.0,94.0,887.0,21.0,1970,den,,,,,,,,
544,Team Stats,203,4158,892.0,4.7,39,12,217,175.0,358,2065,8,27,5.4,105.0,512,2093,9,4.1,102.0,67.0,781.0,10.0,1971,den,,,,,,,,
545,Team Stats,325,4472,831.0,5.4,34,11,237,201.0,384,2634,19,23,6.2,132.0,409,1838,17,4.5,87.0,89.0,827.0,18.0,1972,den,,,,,,,,
546,Team Stats,354,4473,892.0,5.0,29,9,253,196.0,378,2519,22,20,6.2,127.0,487,1954,16,4.0,111.0,83.0,745.0,15.0,1973,den,,,,,,,,
547,Team Stats,302,4485,861.0,5.2,30,13,258,184.0,329,2328,18,17,6.2,118.0,486,2157,20,4.4,120.0,76.0,632.0,20.0,1974,den,,,,,,,,
548,Team Stats,254,4534,964.0,4.7,48,14,268,210.0,427,2541,15,34,5.4,137.0,490,1993,9,4.1,109.0,92.0,790.0,22.0,1975,den,,,,,,,,
549,Team Stats,315,4136,901.0,4.6,34,12,239,168.0,353,2204,15,22,5.5,114.0,500,1932,14,3.9,106.0,105.0,986.0,19.0,1976,den,,,,,,,,
550,Team Stats,274,3906,886.0,4.4,27,15,223,163.0,313,1863,15,12,5.1,107.0,523,2043,16,3.9,101.0,91.0,883.0,15.0,1977,den,,,,,,,,
551,Team Stats,282,4829,1040.0,4.6,34,17,294,217.0,391,2378,17,17,5.4,137.0,601,2451,15,4.1,129.0,132.0,1092.0,28.0,1978,den,,,,,,,,
552,Team Stats,289,5142,1044.0,4.9,40,17,306,260.0,476,3106,18,23,6.0,149.0,525,2036,13,3.9,130.0,116.0,996.0,27.0,1979,den,,,,,,,,
553,Team Stats,310,4642,991.0,4.7,37,12,286,262.0,467,2777,14,25,5.4,158.0,480,1865,16,3.9,107.0,93.0,899.0,21.0,1980,den,,,,,,,,
554,Team Stats,321,5426,1061.0,5.1,39,18,306,289.0,485,3531,27,21,6.5,181.0,515,1895,12,3.7,91.0,99.0,833.0,34.0,1981,den,,,,,,,,
555,Team Stats,148,2837,592.0,4.8,36,17,170,181.0,311,1819,8,19,5.4,103.0,257,1018,6,4.0,52.0,54.0,516.0,15.0,1982,den,,,,,,,,
556,Team Stats,302,4811,1025.0,4.7,41,19,292,254.0,499,3027,17,22,5.5,155.0,471,1784,15,3.8,99.0,100.0,804.0,38.0,1983,den,,,,,,,,
557,Team Stats,353,4935,1018.0,4.8,34,17,299,263.0,475,2859,22,17,5.6,152.0,508,2076,12,4.1,121.0,78.0,636.0,26.0,1984,den,,,,,,,,
558,Team Stats,380,5496,1152.0,4.8,31,8,339,329.0,617,3645,23,23,5.6,192.0,497,1851,20,3.7,113.0,85.0,677.0,34.0,1985,den,,,,,,,,
559,Team Stats,378,5216,1042.0,5.0,29,13,319,306.0,549,3538,22,16,6.0,184.0,455,1678,17,3.7,94.0,104.0,910.0,41.0,1986,den,,,,,,,,
560,Team Stats,379,5624,1070.0,5.3,36,17,331,285.0,530,3654,24,19,6.5,173.0,510,1970,18,3.9,132.0,95.0,812.0,26.0,1987,den,,,,,,,,
561,Team Stats,327,5506,1077.0,5.1,34,12,338,324.0,581,3691,24,22,6.0,196.0,464,1815,13,3.9,106.0,85.0,717.0,36.0,1988,den,,,,,,,,
562,Team Stats,362,5093,1071.0,4.8,32,12,308,256.0,474,3001,21,20,5.8,163.0,554,2092,15,3.8,125.0,83.0,594.0,20.0,1989,den,,,,,,,,
563,Team Stats,331,5213,1035.0,5.0,32,14,323,305.0,527,3341,15,18,5.8,170.0,462,1872,19,4.1,126.0,108.0,775.0,27.0,1990,den,,,,,,,,
564,Team Stats,304,5012,1012.0,5.0,25,13,284,246.0,459,2997,13,12,5.9,150.0,507,2015,16,4.0,117.0,94.0,715.0,17.0,1991,den,,,,,,,,
565,Team Stats,262,4430,928.0,4.8,43,14,234,258.0,473,2930,16,29,5.6,135.0,403,1500,11,3.7,84.0,98.0,768.0,15.0,1992,den,,,,,,,,
566,Team Stats,373,5461,1060.0,5.2,28,18,327,350.0,553,3768,27,10,6.4,187.0,468,1693,13,3.6,105.0,112.0,822.0,35.0,1993,den,,,,,,,,
567,Team Stats,347,5487,1112.0,4.9,31,18,346,388.0,626,4017,18,13,5.9,202.0,431,1470,19,3.4,101.0,101.0,865.0,43.0,1994,den,,,,,,,,
568,Team Stats,388,6040,1060.0,5.7,30,16,344,350.0,594,4045,27,14,6.5,205.0,440,1995,14,4.5,114.0,109.0,851.0,25.0,1995,den,,,,,,,,
569,Team Stats,391,5791,1092.0,5.3,32,15,336,327.0,536,3429,26,17,6.0,180.0,525,2362,20,4.5,134.0,109.0,949.0,22.0,1996,den,,,,,,,,
570,Team Stats,472,5872,1068.0,5.5,21,10,340,287.0,513,3494,27,11,6.4,172.0,520,2378,18,4.6,138.0,116.0,1006.0,30.0,1997,den,,,,,,,,
571,Team Stats,501,6092,1041.0,5.9,20,6,347,290.0,491,3624,32,14,7.0,186.0,525,2468,26,4.7,135.0,115.0,1023.0,26.0,1998,den,,,,,,,,
572,Team Stats,314,5283,1053.0,5.0,28,10,308,319.0,554,3419,16,18,5.8,168.0,465,1864,13,4.0,107.0,114.0,872.0,33.0,1999,den,194.0,29.9,13.9,Own 30.1,2:36,5.61,26.9,1.49
573,Team Stats,485,6554,1115.0,5.9,25,13,383,354.0,569,4243,28,12,7.1,223.0,516,2311,21,4.5,124.0,89.0,792.0,36.0,2000,den,196.0,38.3,11.7,Own 30.9,2:43,5.86,33.5,2.15
574,Team Stats,340,4817,1034.0,4.7,27,8,304,312.0,511,2940,26,19,5.3,174.0,481,1877,7,3.9,106.0,95.0,917.0,24.0,2001,den,195.0,32.8,13.3,Own 31.1,2:36,5.49,24.7,1.66
575,Team Stats,392,6090,1057.0,5.8,27,7,357,359.0,554,3824,21,20,6.4,199.0,457,2266,21,5.0,125.0,104.0,877.0,33.0,2002,den,181.0,37.6,14.9,Own 30.9,2:45,6.04,33.5,2.06
576,Team Stats,381,5598,1047.0,5.3,24,6,334,280.0,479,2969,19,18,5.9,162.0,543,2629,20,4.8,133.0,107.0,922.0,39.0,2003,den,183.0,36.6,12.0,Own 30.5,2:59,5.9,30.6,1.95
577,Team Stats,381,6332,1070.0,5.9,29,9,351,303.0,521,3999,27,20,7.5,184.0,534,2333,13,4.4,127.0,93.0,880.0,40.0,2004,den,191.0,36.1,14.7,Own 29.0,2:44,5.78,33.1,1.92
578,Team Stats,395,5766,1030.0,5.6,16,9,330,279.0,465,3227,18,7,6.6,162.0,542,2539,25,4.7,145.0,97.0,756.0,23.0,2005,den,186.0,36.0,8.1,Own 31.8,2:49,5.71,30.9,2.01
579,Team Stats,319,4951,973.0,5.1,30,12,285,256.0,454,2799,20,18,5.8,151.0,488,2152,12,4.4,106.0,67.0,478.0,28.0,2006,den,192.0,30.7,14.6,Own 27.0,2:32,5.22,25.7,1.59
580,Team Stats,320,5541,976.0,5.7,29,14,305,326.0,515,3584,21,15,6.6,187.0,429,1957,10,4.6,96.0,90.0,610.0,22.0,2007,den,177.0,32.8,14.7,Own 28.0,2:40,5.69,31.1,1.68
581,Team Stats,370,6333,1019.0,6.2,30,12,354,386.0,620,4471,25,18,7.1,223.0,387,1862,15,4.8,103.0,77.0,739.0,28.0,2008,den,167.0,38.9,17.4,Own 26.0,2:45,6.31,37.9,2.13
582,Team Stats,326,5463,1032.0,5.3,23,10,306,341.0,558,3627,21,13,6.1,186.0,440,1836,9,4.2,95.0,93.0,800.0,25.0,2009,den,189.0,31.7,11.6,Own 29.0,2:33,5.65,28.9,1.59
583,Team Stats,344,5582,1018.0,5.5,27,15,309,334.0,580,4038,25,12,6.5,204.0,398,1544,13,3.9,81.0,98.0,944.0,24.0,2010,den,196.0,30.6,11.7,Own 27.5,2:18,5.32,28.4,1.69
584,Team Stats,309,5066,1017.0,5.0,30,17,286,217.0,429,2434,20,13,5.2,130.0,546,2632,11,4.8,129.0,101.0,843.0,27.0,2011,den,204.0,24.5,14.2,Own 26.7,2:20,5.11,24.8,1.34
585,Team Stats,481,6366,1090.0,5.8,25,14,380,402.0,588,4534,37,11,7.4,232.0,481,1832,12,3.8,112.0,100.0,805.0,36.0,2012,den,188.0,39.9,12.2,Own 29.1,2:40,5.97,33.9,2.24
586,Team Stats,606,7317,1156.0,6.3,26,16,435,461.0,675,5444,55,10,7.8,293.0,461,1873,16,4.1,107.0,117.0,1000.0,35.0,2013,den,202.0,47.5,10.4,Own 28.3,2:25,5.85,36.2,2.83
587,Team Stats,482,6446,1067.0,6.0,20,5,360,399.0,607,4661,40,15,7.5,227.0,443,1785,15,4.0,98.0,120.0,1045.0,35.0,2014,den,198.0,39.9,9.6,Own 28.9,2:29,5.54,32.6,2.31
588,Team Stats,355,5688,1056.0,5.4,31,8,314,368.0,606,3970,19,23,6.2,201.0,411,1718,13,4.2,85.0,115.0,1063.0,28.0,2015,den,199.0,31.2,15.1,Own 25.9,2:27,5.48,28.6,1.58
589,Team Stats,333,5169,1020.0,5.1,25,14,290,339.0,570,3685,20,11,6.0,181.0,410,1484,11,3.6,76.0,119.0,985.0,33.0,2016,den,198.0,30.3,11.6,Own 29.1,2:21,5.33,26.1,1.54
590,Team Stats,289,5185,1075.0,4.8,34,12,297,332.0,566,3333,19,22,5.4,180.0,457,1852,8,4.1,92.0,113.0,885.0,25.0,2017,den,193.0,26.4,16.6,Own 27.0,2:37,5.73,26.9,1.35
591,Team Stats,329,5602,1015.0,5.5,21,6,320,367.0,588,3695,19,15,5.9,181.0,393,1907,18,4.9,107.0,125.0,985.0,32.0,2018,den,186.0,30.6,11.3,Own 27.8,2:30,5.63,30.1,1.72
592,Team Stats,282,4777,954.0,5.0,16,6,279,312.0,504,3115,16,10,5.7,162.0,409,1662,11,4.1,77.0,110.0,912.0,40.0,2019,den,173.0,32.4,9.2,Own 27.6,2:43,5.71,27.6,1.6
593,Team Stats,323,5369,1030.0,5.2,32,9,308,317.0,556,3451,21,23,5.9,176.0,442,1918,13,4.3,94.0,81.0,670.0,38.0,2020,den,188.0,33.0,17.0,Own 26.9,2:28,5.66,28.4,1.71
594,Team Stats,335,5618,1036.0,5.4,18,9,331,354.0,541,3593,20,9,6.2,179.0,455,2025,16,4.5,124.0,83.0,711.0,28.0,2021,den,168.0,36.9,9.5,Own 28.0,3:07,6.35,33.5,1.96
595,Team Stats,287,5527,1078.0,5.1,24,9,300,345.0,571,3592,18,15,5.7,166.0,444,1935,11,4.4,105.0,113.0,970.0,29.0,2022,den,199.0,28.6,10.6,Own 26.5,2:33,5.6,27.6,1.44
596,Team Stats,357,5072,1016.0,5.0,22,13,301,337.0,513,3262,28,9,5.8,154.0,451,1810,8,4.0,116.0,99.0,749.0,31.0,2023,den,189.0,34.9,10.6,Own 30.8,2:39,5.56,26.8,1.81
597,Team Stats,425,5518,1055.0,5.2,19,7,315,379.0,570,3610,30,12,6.1,172.0,461,1908,12,4.1,124.0,108.0,941.0,19.0,2024,den,190.0,38.4,10.0,Own 32.5,2:41,5.73,29.0,2.04
598,Team Stats,239,3392,725.0,4.7,30,9,192,166.0,333,1678,6,21,5.0,88.0,392,1714,19,4.4,89.0,68.0,726.0,15.0,1960,det,,,,,,,,
599,Team Stats,270,4412,837.0,5.3,42,15,233,186.0,398,2544,14,27,6.4,122.0,439,1868,16,4.3,96.0,69.0,678.0,15.0,1961,det,,,,,,,,
600,Team Stats,315,4503,868.0,5.2,42,18,243,211.0,379,2581,19,24,6.8,124.0,489,1922,14,3.9,103.0,62.0,624.0,16.0,1962,det,,,,,,,,
601,Team Stats,326,4324,854.0,5.1,40,14,230,202.0,406,2723,26,26,6.2,124.0,415,1601,11,3.9,91.0,60.0,531.0,15.0,1963,det,,,,,,,,
602,Team Stats,280,3972,835.0,4.8,34,13,221,206.0,386,2558,23,21,6.0,115.0,412,1414,7,3.4,87.0,75.0,674.0,19.0,1964,det,,,,,,,,
603,Team Stats,257,3303,853.0,3.9,41,15,204,170.0,374,1834,14,26,4.6,93.0,453,1469,16,3.2,93.0,77.0,767.0,18.0,1965,det,,,,,,,,
604,Team Stats,206,3853,885.0,4.4,49,21,216,239.0,456,2424,8,28,4.9,126.0,394,1429,13,3.6,73.0,82.0,931.0,17.0,1966,det,,,,,,,,
605,Team Stats,260,3538,848.0,4.2,40,21,215,160.0,351,1631,14,19,4.3,92.0,473,1907,14,4.0,104.0,65.0,712.0,19.0,1967,det,,,,,,,,
606,Team Stats,207,4022,855.0,4.7,32,17,221,204.0,377,2320,17,15,5.5,119.0,433,1702,6,3.9,87.0,70.0,810.0,15.0,1968,det,,,,,,,,
607,Team Stats,259,3355,845.0,4.0,30,12,198,165.0,329,1600,12,18,4.3,93.0,474,1755,11,3.7,83.0,71.0,734.0,22.0,1969,det,,,,,,,,
608,Team Stats,347,3984,844.0,4.7,27,15,243,167.0,294,1857,19,12,5.6,107.0,514,2127,16,4.1,113.0,58.0,659.0,23.0,1970,det,,,,,,,,
609,Team Stats,341,4577,862.0,5.3,33,19,269,157.0,299,2201,17,14,6.7,104.0,532,2376,15,4.5,131.0,69.0,738.0,34.0,1971,det,,,,,,,,
610,Team Stats,339,4155,804.0,5.2,25,7,240,155.0,305,2134,19,18,6.4,97.0,473,2021,20,4.3,120.0,48.0,417.0,23.0,1972,det,,,,,,,,
611,Team Stats,271,4046,850.0,4.8,33,14,237,171.0,327,1913,12,19,5.4,104.0,496,2133,17,4.3,122.0,64.0,584.0,11.0,1973,det,,,,,,,,
612,Team Stats,256,3653,809.0,4.5,25,14,211,216.0,377,2220,11,11,5.4,114.0,397,1433,13,3.6,88.0,86.0,719.0,9.0,1974,det,,,,,,,,
613,Team Stats,245,4064,935.0,4.3,30,18,241,183.0,362,1917,15,12,4.8,111.0,532,2147,10,4.0,111.0,95.0,838.0,19.0,1975,det,,,,,,,,
614,Team Stats,262,4353,939.0,4.6,33,21,259,201.0,356,2140,20,12,5.1,120.0,516,2213,9,4.3,123.0,97.0,819.0,16.0,1976,det,,,,,,,,
615,Team Stats,183,3224,917.0,3.5,30,14,218,191.0,384,1518,7,16,3.5,103.0,479,1706,11,3.6,94.0,86.0,692.0,21.0,1977,det,,,,,,,,
616,Team Stats,290,4465,1001.0,4.5,33,15,269,247.0,429,2302,19,18,4.8,141.0,525,2163,12,4.1,105.0,125.0,1003.0,23.0,1978,det,,,,,,,,
617,Team Stats,219,4013,944.0,4.3,46,19,227,218.0,452,2336,14,27,4.6,131.0,441,1677,11,3.8,85.0,110.0,897.0,11.0,1979,det,,,,,,,,
618,Team Stats,334,5540,1040.0,5.3,31,19,308,248.0,423,2941,13,12,6.3,143.0,572,2599,21,4.5,143.0,104.0,844.0,22.0,1980,det,,,,,,,,
619,Team Stats,397,5933,1076.0,5.5,43,20,340,228.0,436,3138,18,23,6.5,150.0,596,2795,26,4.7,167.0,111.0,990.0,23.0,1981,det,,,,,,,,
620,Team Stats,181,2534,598.0,4.2,26,8,160,136.0,285,1512,12,18,4.8,83.0,283,1022,5,3.6,60.0,58.0,548.0,17.0,1982,det,,,,,,,,
621,Team Stats,347,5136,1061.0,4.8,39,16,315,263.0,503,2955,19,23,5.4,156.0,513,2181,18,4.3,136.0,118.0,988.0,23.0,1983,det,,,,,,,,
622,Team Stats,283,5318,1038.0,5.1,36,14,306,298.0,531,3301,19,22,5.6,170.0,446,2017,13,4.5,118.0,138.0,1165.0,18.0,1984,det,,,,,,,,
623,Team Stats,307,4476,967.0,4.6,41,20,259,254.0,462,2938,19,21,5.7,150.0,452,1538,13,3.4,89.0,104.0,741.0,20.0,1985,det,,,,,,,,
624,Team Stats,277,4555,1009.0,4.5,37,17,287,286.0,500,2784,18,20,5.2,156.0,470,1771,13,3.8,100.0,84.0,658.0,31.0,1986,det,,,,,,,,
625,Team Stats,269,4391,933.0,4.7,37,11,270,275.0,509,2956,16,26,5.5,156.0,398,1435,9,3.6,81.0,86.0,737.0,33.0,1987,det,,,,,,,,
626,Team Stats,220,3405,920.0,3.7,33,15,226,213.0,477,2162,13,18,4.1,141.0,391,1243,7,3.2,63.0,94.0,804.0,22.0,1988,det,,,,,,,,
627,Team Stats,312,4992,928.0,5.4,48,24,274,229.0,450,2939,11,24,5.8,139.0,421,2053,23,4.9,117.0,121.0,977.0,18.0,1989,det,,,,,,,,
628,Team Stats,373,4977,870.0,5.7,36,16,278,242.0,460,3050,24,20,6.1,152.0,366,1927,19,5.3,112.0,88.0,711.0,14.0,1990,det,,,,,,,,
629,Team Stats,339,4788,938.0,5.1,30,13,280,252.0,459,2858,16,17,5.9,148.0,454,1930,19,4.3,116.0,93.0,799.0,16.0,1991,det,,,,,,,,
630,Team Stats,273,4440,843.0,5.3,36,15,241,231.0,406,2796,16,21,6.0,133.0,378,1644,9,4.3,83.0,122.0,903.0,25.0,1992,det,,,,,,,,
631,Team Stats,298,4658,937.0,5.0,32,13,248,264.0,435,2714,15,19,5.6,139.0,456,1944,9,4.3,101.0,93.0,665.0,8.0,1993,det,,,,,,,,
632,Team Stats,357,5002,891.0,5.6,24,10,280,250.0,459,2922,24,14,6.0,164.0,406,2080,12,5.1,94.0,109.0,781.0,22.0,1994,det,,,,,,,,
633,Team Stats,436,6113,1024.0,6.0,25,13,349,362.0,605,4360,33,12,6.8,230.0,387,1753,16,4.5,91.0,134.0,1032.0,28.0,1995,det,,,,,,,,
634,Team Stats,302,5013,976.0,5.1,26,5,317,309.0,541,3203,20,21,5.5,180.0,389,1810,15,4.7,105.0,108.0,863.0,32.0,1996,det,,,,,,,,
635,Team Stats,379,5798,1028.0,5.6,28,11,304,304.0,540,3334,19,17,5.7,166.0,447,2464,19,5.5,120.0,94.0,866.0,18.0,1997,det,,,,,,,,
636,Team Stats,306,5085,975.0,5.2,25,12,278,274.0,489,3130,17,13,5.9,160.0,441,1955,12,4.4,94.0,121.0,1019.0,24.0,1998,det,,,,,,,,
637,Team Stats,322,4931,978.0,5.0,22,8,269,326.0,558,3686,22,14,5.9,179.0,356,1245,8,3.5,67.0,110.0,995.0,23.0,1999,det,192.0,29.2,10.4,Own 30.8,2:25,5.26,25.7,1.5
638,Team Stats,307,4422,1004.0,4.4,31,12,264,277.0,503,2675,14,19,4.8,143.0,448,1747,15,3.9,101.0,106.0,805.0,20.0,2000,det,204.0,26.5,14.2,Own 35.9,2:22,5.07,21.6,1.38
639,Team Stats,270,4994,1026.0,4.9,38,14,289,343.0,609,3596,18,24,5.3,184.0,351,1398,8,4.0,74.0,116.0,1081.0,31.0,2001,det,188.0,25.0,19.7,Own 28.4,2:26,5.62,26.4,1.3
640,Team Stats,306,4471,955.0,4.7,31,6,242,277.0,577,2994,19,25,5.0,150.0,358,1477,9,4.1,69.0,104.0,916.0,23.0,2002,det,196.0,26.0,14.8,Own 31.7,2:08,5.02,22.8,1.35
641,Team Stats,270,4262,975.0,4.4,28,4,250,319.0,588,2924,17,24,4.9,152.0,376,1338,5,3.6,69.0,107.0,859.0,29.0,2003,det,190.0,23.2,13.7,Own 32.4,2:23,5.25,22.4,1.16
